ID,Last Date,First Date,Branch ID,ID (Batch Milk Collection Child),Branch Id (Batch Milk Collection Child),Date (Batch Milk Collection Child),Shift (Batch Milk Collection Child),Supplier (Batch Milk Collection Child),Milk Type (Batch Milk Collection Child),Supplier Name (Batch Milk Collection Child),Fat (Batch Milk Collection Child),Litre (Batch Milk Collection Child),Amount (Batch Milk Collection Child),Account(Cr) (Batch Milk Collection Child),Bill Status (Batch Milk Collection Child),Deduction Status (Batch Milk Collection Child),Account(Dr) (Batch Milk Collection Child),Rate (Batch Milk Collection Child),SNF (Batch Milk Collection Child),Contact Number (Batch Milk Collection Child),Rate Group (Batch Milk Collection Child)
,,,,06-01-2025-Morning-100001-Cow,WARANA-0008,06-01-2025,Morning,100001,Cow,Avery Mitchell Bailey,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412358,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100002-Cow,WARANA-0008,06-01-2025,Morning,100002,Cow,Caleb Ryan Scott,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412359,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100003-Cow,WARANA-0008,06-01-2025,Morning,100003,Cow,Penelope Grace Foster,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412360,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100004-Cow,WARANA-0008,06-01-2025,Morning,100004,Cow,Eliza Maeve Walsh,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412361,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100005-Cow,WARANA-0008,06-01-2025,Morning,100005,Cow,Nathaniel George Kim,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412362,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100006-Cow,WARANA-0008,06-01-2025,Morning,100006,Cow,Lila Jane Robertson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412363,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100007-Cow,WARANA-0008,06-01-2025,Morning,100007,Cow,Ethan Tyler Shaw,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412364,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100008-Cow,WARANA-0008,06-01-2025,Morning,100008,Cow,Sadie Elizabeth Hayes,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412365,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100009-Cow,WARANA-0008,06-01-2025,Morning,100009,Cow,Jacob Benjamin Brooks,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412366,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100010-Cow,WARANA-0008,06-01-2025,Morning,100010,Cow,Olivia Rose Jenkins,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412367,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100011-Cow,WARANA-0008,06-01-2025,Morning,100011,Cow,Isaac Alexander Morgan,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412368,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100012-Cow,WARANA-0008,06-01-2025,Morning,100012,Cow,Chloe Sophia Park,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412369,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100013-Cow,WARANA-0008,06-01-2025,Morning,100013,Cow,Gabriel William Lee,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412370,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100014-Cow,WARANA-0008,06-01-2025,Morning,100014,Cow,Harper Abigail Reynolds,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412371,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100015-Cow,WARANA-0008,06-01-2025,Morning,100015,Cow,Lucas Joseph Spencer,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412372,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100016-Cow,WARANA-0008,06-01-2025,Morning,100016,Cow,Ava Marie Thompson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412373,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100017-Cow,WARANA-0008,06-01-2025,Morning,100017,Cow,Levi Christopher Wright,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412374,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100018-Cow,WARANA-0008,06-01-2025,Morning,100018,Cow,Stella Faith Nelson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412375,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100019-Cow,WARANA-0008,06-01-2025,Morning,100019,Cow,Caleb Nathaniel Davis,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412376,FEB_WARANA-Cow-2023-03-01
,,,,06-01-2025-Morning-100020-Cow,WARANA-0008,06-01-2025,Morning,100020,Cow,Alice Olivia Black,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412377,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100001-Cow,WARANA-0008,07-01-2025,Morning,100001,Cow,Avery Mitchell Bailey,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412358,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100002-Cow,WARANA-0008,07-01-2025,Morning,100002,Cow,Caleb Ryan Scott,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412359,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100003-Cow,WARANA-0008,07-01-2025,Morning,100003,Cow,Penelope Grace Foster,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412360,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100004-Cow,WARANA-0008,07-01-2025,Morning,100004,Cow,Eliza Maeve Walsh,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412361,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100005-Cow,WARANA-0008,07-01-2025,Morning,100005,Cow,Nathaniel George Kim,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412362,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100006-Cow,WARANA-0008,07-01-2025,Morning,100006,Cow,Lila Jane Robertson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412363,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100007-Cow,WARANA-0008,07-01-2025,Morning,100007,Cow,Ethan Tyler Shaw,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412364,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100008-Cow,WARANA-0008,07-01-2025,Morning,100008,Cow,Sadie Elizabeth Hayes,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412365,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100009-Cow,WARANA-0008,07-01-2025,Morning,100009,Cow,Jacob Benjamin Brooks,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412366,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100010-Cow,WARANA-0008,07-01-2025,Morning,100010,Cow,Olivia Rose Jenkins,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412367,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100011-Cow,WARANA-0008,07-01-2025,Morning,100011,Cow,Isaac Alexander Morgan,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412368,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100012-Cow,WARANA-0008,07-01-2025,Morning,100012,Cow,Chloe Sophia Park,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412369,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100013-Cow,WARANA-0008,07-01-2025,Morning,100013,Cow,Gabriel William Lee,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412370,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100014-Cow,WARANA-0008,07-01-2025,Morning,100014,Cow,Harper Abigail Reynolds,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412371,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100015-Cow,WARANA-0008,07-01-2025,Morning,100015,Cow,Lucas Joseph Spencer,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412372,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100016-Cow,WARANA-0008,07-01-2025,Morning,100016,Cow,Ava Marie Thompson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412373,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100017-Cow,WARANA-0008,07-01-2025,Morning,100017,Cow,Levi Christopher Wright,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412374,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100018-Cow,WARANA-0008,07-01-2025,Morning,100018,Cow,Stella Faith Nelson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412375,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100019-Cow,WARANA-0008,07-01-2025,Morning,100019,Cow,Caleb Nathaniel Davis,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412376,FEB_WARANA-Cow-2023-03-01
,,,,07-01-2025-Morning-100020-Cow,WARANA-0008,07-01-2025,Morning,100020,Cow,Alice Olivia Black,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412377,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100001-Cow,WARANA-0008,08-01-2025,Morning,100001,Cow,Avery Mitchell Bailey,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412358,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100002-Cow,WARANA-0008,08-01-2025,Morning,100002,Cow,Caleb Ryan Scott,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412359,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100003-Cow,WARANA-0008,08-01-2025,Morning,100003,Cow,Penelope Grace Foster,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412360,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100004-Cow,WARANA-0008,08-01-2025,Morning,100004,Cow,Eliza Maeve Walsh,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412361,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100005-Cow,WARANA-0008,08-01-2025,Morning,100005,Cow,Nathaniel George Kim,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412362,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100006-Cow,WARANA-0008,08-01-2025,Morning,100006,Cow,Lila Jane Robertson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412363,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100007-Cow,WARANA-0008,08-01-2025,Morning,100007,Cow,Ethan Tyler Shaw,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412364,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100008-Cow,WARANA-0008,08-01-2025,Morning,100008,Cow,Sadie Elizabeth Hayes,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412365,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100009-Cow,WARANA-0008,08-01-2025,Morning,100009,Cow,Jacob Benjamin Brooks,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412366,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100010-Cow,WARANA-0008,08-01-2025,Morning,100010,Cow,Olivia Rose Jenkins,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412367,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100011-Cow,WARANA-0008,08-01-2025,Morning,100011,Cow,Isaac Alexander Morgan,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412368,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100012-Cow,WARANA-0008,08-01-2025,Morning,100012,Cow,Chloe Sophia Park,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412369,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100013-Cow,WARANA-0008,08-01-2025,Morning,100013,Cow,Gabriel William Lee,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412370,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100014-Cow,WARANA-0008,08-01-2025,Morning,100014,Cow,Harper Abigail Reynolds,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412371,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100015-Cow,WARANA-0008,08-01-2025,Morning,100015,Cow,Lucas Joseph Spencer,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412372,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100016-Cow,WARANA-0008,08-01-2025,Morning,100016,Cow,Ava Marie Thompson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412373,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100017-Cow,WARANA-0008,08-01-2025,Morning,100017,Cow,Levi Christopher Wright,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412374,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100018-Cow,WARANA-0008,08-01-2025,Morning,100018,Cow,Stella Faith Nelson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412375,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100019-Cow,WARANA-0008,08-01-2025,Morning,100019,Cow,Caleb Nathaniel Davis,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412376,FEB_WARANA-Cow-2023-03-01
,,,,08-01-2025-Morning-100020-Cow,WARANA-0008,08-01-2025,Morning,100020,Cow,Alice Olivia Black,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412377,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100001-Cow,WARANA-0008,09-01-2025,Morning,100001,Cow,Avery Mitchell Bailey,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412358,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100002-Cow,WARANA-0008,09-01-2025,Morning,100002,Cow,Caleb Ryan Scott,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412359,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100003-Cow,WARANA-0008,09-01-2025,Morning,100003,Cow,Penelope Grace Foster,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412360,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100004-Cow,WARANA-0008,09-01-2025,Morning,100004,Cow,Eliza Maeve Walsh,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412361,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100005-Cow,WARANA-0008,09-01-2025,Morning,100005,Cow,Nathaniel George Kim,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412362,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100006-Cow,WARANA-0008,09-01-2025,Morning,100006,Cow,Lila Jane Robertson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412363,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100007-Cow,WARANA-0008,09-01-2025,Morning,100007,Cow,Ethan Tyler Shaw,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412364,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100008-Cow,WARANA-0008,09-01-2025,Morning,100008,Cow,Sadie Elizabeth Hayes,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412365,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100009-Cow,WARANA-0008,09-01-2025,Morning,100009,Cow,Jacob Benjamin Brooks,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412366,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100010-Cow,WARANA-0008,09-01-2025,Morning,100010,Cow,Olivia Rose Jenkins,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412367,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100011-Cow,WARANA-0008,09-01-2025,Morning,100011,Cow,Isaac Alexander Morgan,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412368,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100012-Cow,WARANA-0008,09-01-2025,Morning,100012,Cow,Chloe Sophia Park,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412369,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100013-Cow,WARANA-0008,09-01-2025,Morning,100013,Cow,Gabriel William Lee,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412370,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100014-Cow,WARANA-0008,09-01-2025,Morning,100014,Cow,Harper Abigail Reynolds,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412371,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100015-Cow,WARANA-0008,09-01-2025,Morning,100015,Cow,Lucas Joseph Spencer,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412372,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100016-Cow,WARANA-0008,09-01-2025,Morning,100016,Cow,Ava Marie Thompson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412373,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100017-Cow,WARANA-0008,09-01-2025,Morning,100017,Cow,Levi Christopher Wright,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412374,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100018-Cow,WARANA-0008,09-01-2025,Morning,100018,Cow,Stella Faith Nelson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412375,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100019-Cow,WARANA-0008,09-01-2025,Morning,100019,Cow,Caleb Nathaniel Davis,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412376,FEB_WARANA-Cow-2023-03-01
,,,,09-01-2025-Morning-100020-Cow,WARANA-0008,09-01-2025,Morning,100020,Cow,Alice Olivia Black,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412377,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100001-Cow,WARANA-0008,10-01-2025,Morning,100001,Cow,Avery Mitchell Bailey,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412358,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100002-Cow,WARANA-0008,10-01-2025,Morning,100002,Cow,Caleb Ryan Scott,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412359,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100003-Cow,WARANA-0008,10-01-2025,Morning,100003,Cow,Penelope Grace Foster,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412360,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100004-Cow,WARANA-0008,10-01-2025,Morning,100004,Cow,Eliza Maeve Walsh,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412361,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100005-Cow,WARANA-0008,10-01-2025,Morning,100005,Cow,Nathaniel George Kim,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412362,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100006-Cow,WARANA-0008,10-01-2025,Morning,100006,Cow,Lila Jane Robertson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412363,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100007-Cow,WARANA-0008,10-01-2025,Morning,100007,Cow,Ethan Tyler Shaw,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412364,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100008-Cow,WARANA-0008,10-01-2025,Morning,100008,Cow,Sadie Elizabeth Hayes,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412365,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100009-Cow,WARANA-0008,10-01-2025,Morning,100009,Cow,Jacob Benjamin Brooks,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412366,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100010-Cow,WARANA-0008,10-01-2025,Morning,100010,Cow,Olivia Rose Jenkins,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412367,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100011-Cow,WARANA-0008,10-01-2025,Morning,100011,Cow,Isaac Alexander Morgan,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412368,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100012-Cow,WARANA-0008,10-01-2025,Morning,100012,Cow,Chloe Sophia Park,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412369,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100013-Cow,WARANA-0008,10-01-2025,Morning,100013,Cow,Gabriel William Lee,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412370,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100014-Cow,WARANA-0008,10-01-2025,Morning,100014,Cow,Harper Abigail Reynolds,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412371,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100015-Cow,WARANA-0008,10-01-2025,Morning,100015,Cow,Lucas Joseph Spencer,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412372,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100016-Cow,WARANA-0008,10-01-2025,Morning,100016,Cow,Ava Marie Thompson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412373,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100017-Cow,WARANA-0008,10-01-2025,Morning,100017,Cow,Levi Christopher Wright,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412374,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100018-Cow,WARANA-0008,10-01-2025,Morning,100018,Cow,Stella Faith Nelson,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412375,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100019-Cow,WARANA-0008,10-01-2025,Morning,100019,Cow,Caleb Nathaniel Davis,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412376,FEB_WARANA-Cow-2023-03-01
,,,,10-01-2025-Morning-100020-Cow,WARANA-0008,10-01-2025,Morning,100020,Cow,Alice Olivia Black,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412377,FEB_WARANA-Cow-2023-03-01
,,,,11-01-2025-Morning-100001-Cow,WARANA-0008,11-01-2025,Morning,100001,Cow,Avery Mitchell Bailey,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412358,FEB_WARANA-Cow-2023-03-01
,,,,11-01-2025-Morning-100002-Cow,WARANA-0008,11-01-2025,Morning,100002,Cow,Caleb Ryan Scott,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412359,FEB_WARANA-Cow-2023-03-01
,,,,11-01-2025-Morning-100003-Cow,WARANA-0008,11-01-2025,Morning,100003,Cow,Penelope Grace Foster,3.1,10,800,Creditors - QT,Not Proceed,Not Deducted,Stock In Hand - QT,80,3.1,8567412360,FEB_WARANA-Cow-2023-03-01
